tipologia;autore_saggio;precisazione_ autore;titolo_saggio;autore_curatore_volume;precisazione_curatore;titolo_volume;luogo;editore;anno;volumi;rivista;annata;fascicolo;pagine
articolo in volume miscellaneo;Zonta, Claudia;;Studenti stranieri in Italia: gli slesiani nell'età moderna;Brizzi, Gian Paolo - Romano, Andrea;a cura di;Studenti e dottori nelle università italiane (origini XX secolo). Atti del convegno di studi, Bologna, 25-27 novembre 1999;Bologna;Clueb;2000;;;;;31-40
articolo in volume miscellaneo;Zonta, Claudia A.;;La presenza degli slesiani nelle università europee e italiane dal XVI al XVIII secolo;Piovan, Francesco - Sitran Rea, Luciana;a cura di;Studenti, università, città nella storia padovana.  Atti del convegno, Padova 6-8 febbraio 1998;Trieste;Lint;2001;;;;;403-423
articolo in volume miscellaneo;Zordan, Giorgio;;Giurisprudenza;Del Negro, Piero;a cura di;L'Università di Padova. Otto secoli di storia;Padova;Signum ;2001;;;;;139-151
articolo in volume miscellaneo;Zordan, Giorgio;;Alle origini di un sapere giuridico universitario;Varanini, Gian Maria et al.;;L'Università medievale di Treviso;Treviso;Antilia;2000;;;;;47-78
articolo in volume miscellaneo;Zorzi, Marino;;La Biblioteca Marciana;Sitran Rea, Luciana;a cura di;Istituzioni culturali, scienza, insegnamento nel Veneto dall'età delle riforme alla Restaurazione (1761-1818). Atti del convegno di studi, Padova, 28-29 maggio 1998;Trieste;Lint;2000;;;;;211-225
articolo in volume miscellaneo;Zorzoli, Maria Carla;;Docenti dell'Università di Pavia tra Sei e Settecento. Gli uomini, le idee, la Facoltà di Giurisprudenza tra diritto locale ed erudizione;;;A Ennio Cortese. Scritti promossi da Domenico Maffei e raccolti a cura di Italo Birocchi;Roma;Il Cigno Galileo Galilei;2001;3;;;;480-510
articolo in volume miscellaneo;Zotto, Davide;;Le epigrafi per laurea degli anni Quaranta dell'Ottocento tra immaginario e realtà;Piovan, Francesco - Sitran Rea, Luciana;a cura di;Studenti, università, città nella storia padovana.  Atti del convegno, Padova 6-8 febbraio 1998;Trieste;Lint;2001;;;;;505-520
articolo in volume miscellaneo;Zucconi, Guido;;L'Istituto Universitario di Venezia (I.U.A.V.);Isnenghi, Mario - Woolfe, Stuart;a cura di;Storia di Venezia. Vol 3. L'Ottocento e il Novecento;Roma;Istituto della Enciclopedia italiana;2002;;;;;1913-1924
;;;;;;;;;;;;;;
monografia;;;;Gouron, André;;Juristes et droits savants: Bologne et la France médiévale;Aldershot etc.;Ashgate Variorum;2000;;;;;304
monografia;;;;Kohl, Benjamin G.;;Culture and politics in Early Renaissance Padua;Aldershot etc.;Ashgate Variorum;2001;;;;;318
monografia;;;;Witt, Ronald G. ;;Italian Humanism and Medieval Rhetoric;Aldershot etc.;Ashgate Variorum;2001;;;;;308
poligrafia;;;;Fassò, Andrea - Formisano, Luciano - Mancini, Mario;a cura di;Filologia romanza e cultura medievale. Studi in onore di Elio Melli;Alessandria;Edizioni dell'Orso;1998;2 voll.;;;;
monografia;;;;Romagnani, Gian Paolo;;Fortemente moderati'. Intellettuali subalpini fra Sette e Ottocento;Alessandria;Edizioni dell'Orso;1999;;;;;240
monografia;;;;Lazzarini, Ennio;;Università italiane. Stemmi, sigilli, medaglie;Alessandria;Edizioni dell'Orso;2002;;;;;204
poligrafia;;;;Bona, Gianni - Cantino Wataghin, Gisella;a cura di;Passato futuro. I luoghi dell'Università degli Studi del Piemonte orientale 'Amedeo Avogadro';Alessandria etc.;s.n.;2002;;;;;237
monografia;;;;Pomata, Gianna;;Contracting a Cure. Patient, Healers, and the Law in Early Modern Bologna;Baltimore;The Johns Hopkins University Press;1998;;;;;294
monografia;;;;Grendler, Paul F.;;Universities of the Italian Renaissance;Baltimore - London;The Johns Hopkins University Press;2002;;;;;592
monografia;;;;Paruto, Giovanni ;;Gli statuti dell'autonomia universitaria;Bari;Cacucci;2001;;;;;92
monografia;;;;Guarini, Battista;;La didattica del greco e del latino. De ordine docendi ac studendi e altri scritti a cura di Luigi Piacente;Bari;Edipuglia;2002;;;;;258
monografia;;;;Lovato, Andrea ;;Diritto romano e scuola storica nell'Ottocento napoletano;Bari;Laterza;1999;;;;;171
monografia;;;;Ponzio, Pietro;;Copernicanesimo e teologia. Scrittura e natura in Campanella, Galilei e Foscarini;Bari;Levante;1998;;;;;193
monografia;;;;Buono, Vito - Delle Foglie, Angela;;Bari e la sua università;Bari;Levante;2002;;;;;123
poligrafia;;;;Fumai, Pino -  Savino, Gino;a cura di;Noi siam le colonne'. Bari dal dopoguerra al boom;Bari;Mario Adda;2000;;;;;258
monografia;;;;Schwinges, Rainer Christoph ;herausgegeben von;Humboldt International. Der Export des deutschen Universitatsmodells im 19. und 20. Jahrhundert;Basel;Schwabe & Co.;2001;;;;;503
poligrafia;;;;Schmutz, Jürg;;Juristen für das Reich. Die deutschen Rechtsstudenten an der Universität Bologna 1265-1425. Teil 1. Text;Basel;Schwabe & Co. AG;2000;;;;;311
poligrafia;;;;Schmutz, Jürg;;Juristen für das Reich. Die deutschen Rechtsstudenten an der Universität Bologna 1265-1425. Teil 2. Personenkatalog und Ortsregister;Basel;Schwabe & Co. AG;2000;;;;;317-800
poligrafia;;;;Conte, Paolo;a cura di;1904-2001. Un secolo di tesi di laurea di argomento bellunese;Belluno;Tipografia Piave;2002;;;;;62
poligrafia;;;;Pagani, Lelio;a cura di;L'Ateneo dall'età napoleonica all'unità d'Italia. Documenti e storia della cultura a Bergamo;Bergamo;Edizioni dell'Ateneo;2001;;;;;351
poligrafia;;;;Bani, Luca - Sirtori, Marco - Tadini, Francesco;a cura di;Catalogo delle lettere e delle opere di Lorenzo Mascheroni;Bergamo;Secomandi;2000;;;;;490
poligrafia;;;;Ascheri, Mario - Baumgärtner, Ingrid - Kirshner, Julius;edited by;Legal consulting in the civil law tradition  ;Berkeley;Robbins Collection;1999;;;;;401
poligrafia;;;;Cristallini, Ilaria;a cura di;Archivi degli studenti. Il Corso di perfezionamento per i licenziati dalle scuole normali (1905-1923);Bologna;Archivio Storico Università di Bologna;2002;;;;;240
monografia;;;;Pasquino, Laura;;Adolfo Levi (1878-1948). Critica scettica e storia della filosofia;Bologna;Cisalpino;1998;;;;;289
poligrafia;;;;Sottili, Agostino;a cura di;Lauree Pavesi nella seconda metà del '400, 2 (1476-1490);Bologna;Cisalpino;1998;;;;;385
monografia;;;;Andreoni, Anna - Demuru, Paola;;La Facoltà politico legale dell'Università di Pavia nella Restaurazione (1815-1848). Docenti e studenti;Bologna;Cisalpino;1999;;;;;445
poligrafia;;;;Gresleri, Giuliano et al.;scritti di;La casa dell'Università. Lo sviluppo edilizio dell'Ateneo di Bologna dal 1986 al 2000;Bologna;Clueb;2000;;;;;283
monografia;;;;González-Varas Ibáñez, Ignacio;;Dietro il muro del Collegio di Spagna;Bologna;Clueb;1998;;;;;221
monografia;;;;Tamba, Giorgio;;Una corporazione per il potere. Il notariato a Bologna in età comunale;Bologna;Clueb;1998;;;;;396
monografia;;;;Malfitano, Alberto;;Alimentazione e studenti nella Bologna medievale e moderna;Bologna;Clueb;1998;;;;;118
poligrafia;;;;Negrini, Daniela;a cura di;Repertorio nazionale degli storici dell'università. 1993-1997;Bologna;Clueb;1998;;;;;74
monografia;;;;Bartolucci, Marina - Puccini, Clemente;;La medicina legale nella Università di Bologna;Bologna;Clueb;1998;;;;;197
poligrafia;;;;Accorsi, Maria Luisa;a cura di;La Matricola. Die Matrikel, 1573-1602, 1707-1727;Bologna;Clueb;1999;;;;;239
monografia;;;;Mola, Aldo Alessandro;;Corda Fratres. Storia di una associazione internazionale studentesca nell'età dei grandi conflitti, 1898-1948;Bologna;Clueb;1999;;;;;202
poligrafia;;;;Bonoli, Fabrizio - Zuccoli, Marina;a cura di;Guido Horn D'Arturo e lo specchio a tasselli;Bologna;Clueb;1999;;;;;103
monografia;;;;Huber, Antonella;;Le ragioni del museo. Una lettura museografica delle collezioni dell'Università di Bologna;Bologna;Clueb;1999;;;;;123
poligrafia;;;;Brizzi, Gian Paolo - Romano, Andrea;a cura di;Studenti e dottori nelle università italiane (origini XX secolo). Atti del convegno di studi, Bologna, 25-27 novembre 1999;Bologna;Clueb;2000;;;;;401
monografia;;;;Rossi, Guido;;Statuta Goliardica;Bologna;Clueb;2000;;;;;42
poligrafia;;;;Battistini, Pierluigi - Bonoli, Fabrizio - Braccesi, Alessandro - Buzzetti, Dino;edited by;Seventh centenary of the teaching of astronomy in Bologna 1297-1997. Proceedings of tne meeting held in Bologna of the Accademia delle scienze on July 21, 1997;Bologna;Clueb;2001;;;;;212
monografia;;;;Gasnault, François;;La cattedra, l'altare, la nazione. Carriere universitarie nell'Ateneo di Bologna, 1803-1859;Bologna;Clueb;2001;;;;;277
monografia;;;;Bònoli, Fabrizio - Piliarvu, Daniela;;I lettori di astronomia presso lo Studio di Bologna dal XII al XX secolo;Bologna;Clueb;2001;;;;;282
monografia;;;;Brizzi, Gian Paolo ;;Bologna 1938. Silence and remembering. The racial laws and the foreign Jewish Students at the University of Bologna;Bologna;Clueb;2002;;;;;103
monografia;;;;Ravagli, Federico;;Dino Campana e i goliardi del suo tempo (1911-1914). Autografi e documenti, confessioni e memorie;Bologna;Clueb;2002;;;;;151
poligrafia;;;;Pepe, Luigi;a cura di;Universitari italiani nel Risorgimento;Bologna;Clueb;2002;;;;;252
monografia;;;;Dröscher, Ariane;;Le facoltà medico-chirurgiche italiane (1860-1915). Repertorio delle cattedre e degli stabilimenti annessi, dei docenti, dei liberi docenti e del personale scientifico;Bologna;Clueb;2002;;;;;519
poligrafia;;;;Neri, Silvia - Penuti, Carla;a cura di;Annales, 1595-1619;Bologna;Clueb;2002;;;;;349
poligrafia;;;;Brizzi, Gian Paolo - Greci, Roberto;a cura di;Gesuiti e Università in Europa (secoli XVI-XVIII). Atti del Convegno di studi. Parma, 13-15 dicembre 2001;Bologna;Clueb;2002;;;;;460
monografia;;;;Monti, Vincenzo;;Lezioni di eloquenza e Prolusioni accademiche;Bologna;Clueb;2002;;;;;491
poligrafia;;;;Arieti, Stefano - Mirri, Domenico;a cura di;La cattedra negata. Dal giuramento di fedeltà al fascismo alle leggi razziali nell'Università di Bologna;Bologna;Clueb;2002;;;;;223
monografia;;;;Benvenuto, Grazia;;'Una vita esemplare'. Storia di un medico nella Genova barocca;Bologna;Clueb;2002;;;;;197
poligrafia;;;;Cassese, Sabino;a cura di;Il testo unico delle norme sull'Università;Bologna;Clueb;2002;;;;;215
monografia;;;;Angelozzi, Giancarlo - Casanova, Cesarina;;Diventare cittadini. La cittadinanza ex privilegio a Bologna (secoli XVI-XVIII);Bologna;Comune di Bologna;2000;;;;;535
poligrafia;;;;Giansante, Massimo;a cura di;Carducci e il medioevo bolognese fra letteratura e archivi;Bologna;Deputazione di Storia Patria;2011;;;;;213
poligrafia;;;;Autiero, Antonio - Genovese, Alessandro;a cura di;Antonio Rosmini e l'idea della libertà. Atti del VII convegno internazionale di studi rosminiani (Rovereto, 8-10 marzo 1999);Bologna;EDB;2001;;;;;215
poligrafia;;;;Malaguti, Giulio - Ropa, Giampaolo;a cura di;Vitale e Agricola. Sancti doctores. Città, Chiesa, studio nei testi agiografici bolognesi del XII secolo;Bologna;EDB;2001;;;;;215
poligrafia;;;;Poli, Marco;a cura di;Luigi Galvani (1737-1798). Atti;Bologna;Fondazione del Monte di Bologna e Ravenna;1998;;;;;93
monografia;;;;Israel, Giorgio - Nastasi, Pietro;;Scienza e razza nell’Italia fascista;Bologna;Il Mulino;1998;;;;;408
monografia;;;;Capano, Giliberto;;La politica universitaria;Bologna;Il Mulino;1998;;;;;324
monografia;;;;Verger, Jacques;;Gli uomini di cultura nel Medioevo;Bologna;Il Mulino;1999;;;;;270
poligrafia;;;;Blanco, Luigi ;a cura di;Amministrazione, formazione e professione: gli ingegneri in Italia tra Sette e Ottocento;Bologna;Il Mulino;2000;;;;;534
poligrafia;;;;D'Orsi, Angelo;a cura di;La città, la storia, il secolo. Cento anni di storiografia a Torino;Bologna;Il Mulino;2001;;;;;335
monografia;;;;ISTAT;;Donne all'Università;Bologna;Il Mulino;2001;;;;;126
poligrafia;;;;Varni, Angelo;a cura di;Giuseppe Ceneri. L'avvocato, lo studioso, il politico;Bologna;Il Mulino;2002;;;;;195
poligrafia;;;;Campbell, Alphonso P. - Pini, Vergilio;curantibus;Magistri Guidonis Fabe Rota Nova ex codice manuscripto oxoniensi New College 255 nunc primum prodit ;Bologna;Istituto per la Storia dell'Università di Bologna;2000;;;;;515
monografia;;;;Dall'Olio, Guido;;Eretici e Inquisitori nella Bologna del Cinquecento;Bologna;Istituto per la Storia di Bologna;1999;;;;;479
monografia;;;;Giumanini, Michelangelo L.;;Tra disegno e scienza. Gli studenti dell'Accademia di Belle Arti di Bologna (1803-1876);Bologna;Minerva;2002;;;;;381
monografia;;;;Tinti, Paolo;;La libraria dei Gesuiti di Modena. Il fondo antico dal Collegio di S.Bartolomeo al liceo Muratori;Bologna;Pàtron;2001;;;;;350
poligrafia;;;;Bazzocchi, Marco Antonio - Cacho Millet, Gabriel ;a cura di;I portici della poesia: Dino Campana a Bologna (1912-1914);Bologna;Pàtron;2002;;;;;196
monografia;;;;Tamburri, Pascual;;Natio hispanica'. Juristas y estudiantes españoles en Bolonia antes de la fundación del Colegio de España;Bologna;Real Colegio de España;1999;;;;;293
monografia;;;;Peperoni, Laura - Zuccoli, Marina;;Progetto scienza per tutti: dalle carte degli astronomi bolognesi ai loro libri;Bologna;Università degli studi di Bologna;2002;;;;;1 CD ROM
poligrafia;;;;Brunelli, Benito - Gemelli, Giuliana;a cura di;All'origine dell'ingegneria gestionale in Italia. Materiali per un cantiere di ricerca. Atti del Seminario di studi tenuto il 9 maggio 1997 presso la Biblioteca centrale G. P. Dore della Facoltà di ingegneria dell'Università di Bologna;Bologna;Università degli studi, Facoltà di Ingegneria, Biblioteca centrale G. P. Dore;1998;;;;;154
poligrafia;;;;Brizzi, Gian Paolo - Negrini, Daniela;a cura di;Archivi degli studenti. Facoltà di lettere e filosofia (1860-1930);Bologna;Università di Bologna, Archivio Storico;2002;;;;;127
poligrafia;;;;Bresadola, Marco - Pancaldi, Giuliano;edited by;Luigi Galvani International workshop. Proceedings (Bologna, 9 october 1998);Bologna;Università, Dipartimento di filosofia, Centro internazionale per la storia delle università e della scienza;1999;;;;;215
monografia;;;;Porro, Alessandro;;Chirurgia e chirurghi fra Lombardia, Veneto e Vienna nell'età della Restaurazione. Bartolomeo Signorini, clinico chirurgo a Pavia (1824-1830);Brescia;CLUB;2000;;;;;343
poligrafia;;;;Veggetti, Alba;a cura di;Atti del III convegno nazionale di storia della medicina veterinaria, Lastra a Signa (FI) 23-24 settembre 2000;Brescia;Fondazione iniziative zooprofilattiche e zootecniche;2001;;;;;383
poligrafia;;;;Onger, Sergio - Taccolini, Mario;a cura di;L'Ente universitario della Lombardia Orientale. Trent'anni per l'Università bresciana;Brescia;Grafo;2000;;;;;157
monografia;;;;Sani, Filippo;;Collegi, seminari e conservatori nella Toscana di Pietro Leopoldo. Tra progetto pedagogico e governo della società;Brescia;La Scuola;2001;;;;;303
monografia;;;;Negruzzo, Simona ;;Collegij a forma di seminario. Il sistema di formazione teologica nello Stato di Milano in età spagnola;Brescia;La Scuola;2001;;;;;535
monografia;;;;Dossi, Michele;;Profilo filosofico di Antonio Rosmini;Brescia;Morcelliana;1998;;;;;347
monografia;;;;Pannenberg, Wolfhart;;Fondamenti dell'etica. Prospettive filosofico-teologiche;Brescia;Queriniana;1998;;;;;214
monografia;;;;Caimi, Luciano;;Brescia e il suo 'carisma' pedagogico. Figure ed esperienze educative tra Ottocento e Novecento;Brescia;Università Cattolica del Sacro Cuore;1999;;;;;44
poligrafia;;;;Gemelli, Giuliana;edited by;The unacceptables. American Foundation and the Refugee scholars between the two Wars and After;Bruxelles etc.;PIE - Peter Lang;2000;;;;;306
monografia;;;;Fanni, Enrico;;Sebastiano Perra (Sinnai 1772 - Cagliari 1826). Un medico ippocratico nell'Ottocento cagliaritano. Contributo alla conoscenza della storia della medicina sarda;Cagliari;Aipsa;2002;;;;;189
poligrafia;;;;Cacioppo, Giovanni;a cura di;L' abbandono dell'università in Sicilia;Caltanisetta;Sciascia;2001;;;;;139
;;;;Richardson, Brian ;;Printing, writers and readers in Renaissance Italy;Cambridge;Cambridge University Press;1999;;;;;220
monografia;;;;Winroth, Anders;;The Making of Gratian's Decretum;Cambridge;Cambridge University Press;2000;;;;;245
monografia;;;;Black, Robert ;;Humanism and education in medieval and Renaissance Italy. Tradition and innovation in Latin schools from the Twelfth to the Fifteenth century;Cambridge;Cambridge University Press;2001;;;;;489
monografia;;;;MacLean, Ian;;Logic, Signs and Nature in the Renaissance: The Case of Learned Medicine;Cambridge;Cambridge University Press;2001;;;;;407
monografia;;;;MacLean, Ian;;Logic, signs and nature in the Renaissance. The case of learned medicine;Cambridge;Cambridge University Press;2002;;;;;407
monografia;;;;Woolfson, Jonathan;;Padua and the Tudors. English students in Italy, 1485-1603;Cambridge;James Clarke & Co.;1998;;;;;322
monografia;;;;O'Boyle, Cornelius;;Thirteenth and Fourteenth century copies of the Ars medicine. A checklist and contents descriptions of the manuscripts;Cambridge - Barcelona;Cambridge Wellcome Unit for the History of Medicine - CSIC Department of History of Science;1998;;;;;165
